"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER","AIRLINE_ID","UNIQUE_CARRIER_NAME","UNIQUE_CARRIER_ENTITY","REGION","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,18.00,57470.00,342.00,140.00,1692.00,702.00,126.00,803.00,639.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,15579,1557902,35579,"VDZ","Valdez, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,28.00,216720.00,1028.00,485.00,3380.00,0.00,126.00,1243.00,968.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,15579,1557902,35579,"VDZ","Valdez, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,13.00,43770.00,247.00,164.00,31.00,0.00,318.00,1082.00,958.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10304,1030401,30304,"ANI","Aniak, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,11.00,85140.00,335.00,186.00,129.00,0.00,318.00,929.00,829.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10304,1030401,30304,"ANI","Aniak, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,2.00,15480.00,58.00,32.00,1.00,28.00,127.00,85.00,64.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10304,1030401,30304,"ANI","Aniak, AK","AK","02","Alaska",1,12807,1280702,32807,"KSM","St. Mary's, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,1.00,7740.00,37.00,20.00,0.00,0.00,127.00,97.00,84.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10304,1030401,30304,"ANI","Aniak, AK","AK","02","Alaska",1,12807,1280702,32807,"KSM","St. Mary's, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,1.00,3360.00,19.00,17.00,0.00,0.00,165.00,57.00,41.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10304,1030401,30304,"ANI","Aniak, AK","AK","02","Alaska",1,15478,1547802,35478,"UNK","Unalakleet, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,2.00,15480.00,66.00,16.00,0.00,210.00,165.00,145.00,123.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10304,1030401,30304,"ANI","Aniak, AK","AK","02","Alaska",1,15478,1547802,35478,"UNK","Unalakleet, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,37.00,123150.00,703.00,410.00,626.00,451.00,399.00,3168.00,2835.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10551,1055102,30113,"BET","Bethel, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,14.00,108360.00,518.00,198.00,31.00,1593.00,399.00,1321.00,1204.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10551,1055102,30113,"BET","Bethel, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,1.00,3360.00,19.00,17.00,0.00,0.00,399.00,100.00,87.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10551,1055102,30113,"BET","Bethel, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"L",
0.00,1.00,7740.00,37.00,26.00,0.00,0.00,315.00,84.00,74.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10551,1055102,30113,"BET","Bethel, AK","AK","02","Alaska",1,11844,1184402,31844,"GAL","Galena, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,1.00,3360.00,19.00,11.00,0.00,0.00,101.00,41.00,35.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10551,1055102,30113,"BET","Bethel, AK","AK","02","Alaska",1,12807,1280702,32807,"KSM","St. Mary's, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,1.00,7740.00,37.00,32.00,0.00,0.00,620.00,138.00,119.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10917,1091702,30082,"CDB","Cold Bay, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,2,"L",
0.00,8.00,61920.00,296.00,234.00,0.00,0.00,178.00,535.00,445.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10917,1091702,30082,"CDB","Cold Bay, AK","AK","02","Alaska",1,11445,1144503,31445,"DUT","Unalaska, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,15.00,50960.00,285.00,112.00,160.00,1618.00,160.00,823.00,684.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10926,1092603,30913,"CDV","Cordova, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,1.00,7740.00,37.00,6.00,1.00,0.00,160.00,64.00,51.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,10926,1092603,30913,"CDV","Cordova, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,1.00,3360.00,19.00,19.00,0.00,0.00,274.00,73.00,60.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11336,1133602,31336,"DLG","Dillingham, AK","AK","02","Alaska",1,11555,1155502,31555,"ENA","Kenai, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"L",
0.00,5.00,38700.00,185.00,0.00,0.00,0.00,792.00,877.00,804.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11445,1144503,31445,"DUT","Unalaska, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,2,"L",
0.00,1.00,7740.00,37.00,37.00,0.00,0.00,200.00,55.00,49.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11555,1155502,31555,"ENA","Kenai, AK","AK","02","Alaska",1,10170,1017001,30070,"ADQ","Kodiak, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,236.00,834004.00,4484.00,3115.00,5514.00,527.00,59.00,6530.00,4557.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11555,1155502,31555,"ENA","Kenai, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,108.00,835920.00,3996.00,2262.00,5709.00,2201.00,59.00,2849.00,2013.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11555,1155502,31555,"ENA","Kenai, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,3.00,10680.00,57.00,30.00,0.00,0.00,59.00,119.00,93.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11555,1155502,31555,"ENA","Kenai, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"L",
0.00,5.00,38700.00,185.00,82.00,1133.00,0.00,59.00,125.00,100.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11555,1155502,31555,"ENA","Kenai, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,1.00,3360.00,19.00,19.00,0.00,0.00,274.00,90.00,78.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11555,1155502,31555,"ENA","Kenai, AK","AK","02","Alaska",1,11336,1133602,31336,"DLG","Dillingham, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"L",
0.00,39.00,135439.00,741.00,397.00,1053.00,167.00,261.00,2794.00,2434.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,69.00,534060.00,2529.00,1324.00,7355.00,7791.00,261.00,5141.00,4451.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,9.00,69660.00,333.00,169.00,208.00,0.00,261.00,711.00,613.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,1.00,3450.00,19.00,19.00,0.00,0.00,143.00,53.00,42.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,11833,1183303,31833,"FYU","Fort Yukon, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"L",
0.00,57.00,184044.00,1083.00,532.00,4495.00,22951.00,268.00,4361.00,3802.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,11844,1184402,31844,"GAL","Galena, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,3.00,23220.00,111.00,87.00,0.00,0.00,258.00,222.00,202.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,11859,1185902,31859,"GBH","Galbraith Lake, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,2.00,15480.00,74.00,50.00,0.00,0.00,160.00,105.00,90.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,14218,1421802,34218,"PPC","Prospect Creek, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,2.00,7360.00,38.00,29.00,0.00,0.00,373.00,183.00,168.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,14709,1470903,30073,"SCC","Deadhorse, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,26.00,201240.00,962.00,475.00,5519.00,6072.00,373.00,2286.00,2017.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,14709,1470903,30073,"SCC","Deadhorse, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,7.00,54180.00,259.00,106.00,1559.00,0.00,373.00,630.00,557.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,14709,1470903,30073,"SCC","Deadhorse, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,1.00,7740.00,37.00,14.00,844.00,0.00,336.00,94.00,86.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,15472,1547202,35472,"UMT","Umiat, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,1.00,3360.00,19.00,19.00,0.00,0.00,143.00,40.00,34.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11833,1183303,31833,"FYU","Fort Yukon, AK","AK","02","Alaska",1,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"L",
0.00,1.00,7740.00,37.00,18.00,0.00,0.00,329.00,85.00,79.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11844,1184402,31844,"GAL","Galena, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,1.00,7740.00,37.00,0.00,0.00,0.00,315.00,81.00,73.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11844,1184402,31844,"GAL","Galena, AK","AK","02","Alaska",1,10551,1055102,30113,"BET","Bethel, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,56.00,187475.00,1064.00,519.00,210.00,527.00,268.00,3879.00,3454.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11844,1184402,31844,"GAL","Galena, AK","AK","02","Alaska",1,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,1.00,3360.00,19.00,6.00,0.00,0.00,268.00,76.00,69.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11844,1184402,31844,"GAL","Galena, AK","AK","02","Alaska",1,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"L",
0.00,2.00,6720.00,38.00,16.00,0.00,0.00,61.00,56.00,45.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11844,1184402,31844,"GAL","Galena, AK","AK","02","Alaska",1,12615,1261501,32615,"KAL","Kaltag, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,1.00,7740.00,37.00,4.00,0.00,0.00,506.00,155.00,146.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11859,1185902,31859,"GBH","Galbraith Lake, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,2,"L",
0.00,2.00,15480.00,74.00,47.00,0.00,0.00,258.00,145.00,132.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,11859,1185902,31859,"GBH","Galbraith Lake, AK","AK","02","Alaska",1,11630,1163002,31517,"FAI","Fairbanks, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,105.00,372861.00,1995.00,1356.00,3841.00,301.00,117.00,4331.00,3516.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12184,1218402,30009,"HOM","Homer, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,28.00,216720.00,1036.00,477.00,682.00,511.00,117.00,1199.00,999.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12184,1218402,30009,"HOM","Homer, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,3.00,23220.00,111.00,37.00,0.00,0.00,117.00,120.00,105.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12184,1218402,30009,"HOM","Homer, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
0.00,1.00,7740.00,37.00,32.00,0.00,0.00,695.00,158.00,150.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12184,1218402,30009,"HOM","Homer, AK","AK","02","Alaska",1,11445,1144503,31445,"DUT","Unalaska, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,2,"L",
0.00,1.00,3360.00,19.00,19.00,0.00,0.00,152.00,45.00,37.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12214,1221402,32214,"HSL","Huslia, AK","AK","02","Alaska",1,13942,1394202,33942,"ORV","Noorvik, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"L",
0.00,1.00,3360.00,19.00,14.00,0.00,0.00,571.00,170.00,158.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12523,1252302,32523,"JNU","Juneau, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,2,"L",
0.00,2.00,6720.00,38.00,6.00,0.00,0.00,61.00,46.00,33.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12615,1261501,32615,"KAL","Kaltag, AK","AK","02","Alaska",1,11844,1184402,31844,"GAL","Galena, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,9.00,29970.00,171.00,109.00,2.00,0.00,442.00,956.00,873.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12807,1280702,32807,"KSM","St. Mary's, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"405",3,2013,1,1,1,"F",
0.00,19.00,147060.00,575.00,306.00,0.00,0.00,442.00,1956.00,1802.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12807,1280702,32807,"KSM","St. Mary's, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"F",
0.00,1.00,7740.00,37.00,23.00,0.00,0.00,442.00,100.00,89.00,"7H",20327,"Era Aviation","06989","D","7H","Era Aviation",1,5,12807,1280702,32807,"KSM","St. Mary's, AK","AK","02","Alaska",1,10299,1029904,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,4,"483",3,2013,1,1,1,"L",
